Average Information Coefficient Timeseries,,
Universe Name: Russell 2000,,
Factor Code: NIStab,,
Factor Name: Net Income Stability,,
Sector Name: Cross Sectional,,
Holding Period: 12 Month,,
Created Date: 2024-07-26,,
,,
Date,IC - After,IC - Before
1/31/2014,0.0082764,0.055063873
2/28/2014,-0.009135842,0.062927902
3/31/2014,-0.026452867,0.014999733
4/30/2014,-0.013038383,0.03197726
5/31/2014,-0.01397849,0.032117539
6/30/2014,-0.036353518,-0.008725685
7/31/2014,0.00533648,-0.009047128
8/31/2014,-0.000407175,-0.04284734
9/30/2014,0.034430083,-0.018395185
10/31/2014,0.082232666,-0.009226909
11/30/2014,0.079992879,-0.00417435
12/31/2014,0.099238628,0.002535459
1/31/2015,0.109139125,0.05462832
2/28/2015,0.104169818,0.070311519
3/31/2015,0.096916593,0.075425829
4/30/2015,0.076096011,0.090237802
5/31/2015,0.087273132,0.083491944
6/30/2015,0.121845502,0.102990016
7/31/2015,0.118157857,0.06788473
8/31/2015,0.127519113,0.087218296
9/30/2015,0.153825675,0.094831415
10/31/2015,0.127059066,0.029507292
11/30/2015,0.126250686,0.031172129
12/31/2015,0.142279426,0.068642421
1/31/2016,0.19661735,0.113327703
2/29/2016,0.238911409,0.149982699
3/31/2016,0.219858891,0.185965475
4/30/2016,0.208848989,0.200873895
5/31/2016,0.216866262,0.208422064
6/30/2016,0.211794843,0.198202183
7/31/2016,0.167794413,0.217245393
8/31/2016,0.191900637,0.230417745
9/30/2016,0.066648711,0.115270599
10/31/2016,0.102848878,0.088857432
11/30/2016,0.126307923,0.118099227
12/31/2016,0.154705315,0.10797007
1/31/2017,0.04827316,-0.030872349
2/28/2017,0.056500983,-0.039197402
3/31/2017,0.049501082,-0.036952431
4/30/2017,0.075908674,0.059633395
5/31/2017,0.060386667,0.052493986
6/30/2017,0.039319381,0.078983084
7/31/2017,0.054313256,0.058168428
8/31/2017,0.042097554,0.095425105
9/30/2017,0.081965175,0.112226689
10/31/2017,0.052844333,0.060152132
11/30/2017,0.047328187,0.038465843
12/31/2017,-0.008560833,-0.024834146
1/31/2018,0.013432883,0.015389469
2/28/2018,-0.005289388,-0.01654073
3/31/2018,0.012024686,0.004061815
4/30/2018,0.013074688,0.034616469
5/31/2018,-0.026313332,0.013927459
6/30/2018,-0.008086004,0.00989748
7/31/2018,-0.007293985,-0.008639704
8/31/2018,0.016491752,0.024147088
9/30/2018,0.01112578,0.064805659
10/31/2018,0.024447123,-0.011313646
11/30/2018,0.041314464,-0.060158741
12/31/2018,0.097769498,-0.003705752
1/31/2019,0.088492295,0.014729179
2/28/2019,0.086682522,0.022131275
3/31/2019,0.043165401,-0.014352058
4/30/2019,0.096823624,0.061103287
5/31/2019,0.154633817,0.141690058
6/30/2019,0.140442479,0.173093806
7/31/2019,0.158225222,0.152361085
8/31/2019,0.201332496,0.147467479
9/30/2019,0.234867006,0.11332006
10/31/2019,0.201196193,0.104332929
11/30/2019,0.15988978,0.120616968
12/31/2019,0.123805137,0.078041392
1/31/2020,0.152626094,0.130172548
2/29/2020,0.153171985,0.192850959
3/31/2020,0.153585207,0.262120358
4/30/2020,0.094311449,0.212848036
5/31/2020,0.05278094,0.144661378
6/30/2020,0.045416354,0.155023002
7/31/2020,-0.013635036,0.121405312
8/31/2020,-0.040335816,0.030535827
9/30/2020,-0.041360715,0.048656224
10/31/2020,-0.029335426,-0.02050388
11/30/2020,-0.023063914,-0.014201708
12/31/2020,-0.01031636,-0.008778803
1/31/2021,-0.083397643,-0.061199115
2/28/2021,-0.075189685,-0.067705799
3/31/2021,-0.048797416,-0.108199651
4/30/2021,0.010689867,0.021200367
5/31/2021,0.00515923,-0.025209339
6/30/2021,-0.034688029,-0.028596493
7/31/2021,0.046406385,-0.072405227
8/31/2021,0.070315078,-0.045456736
9/30/2021,0.069092937,-0.000460706
10/31/2021,0.077519796,-0.046819834
11/30/2021,0.189270614,0.063676154
12/31/2021,0.216817637,0.030400535
1/31/2022,0.264719524,0.183515352
2/28/2022,0.280647375,0.229549692
3/31/2022,0.219577016,0.161430391
4/30/2022,0.231227578,0.181977334
5/31/2022,0.302268558,0.279809946
6/30/2022,0.335078666,0.386631958
7/31/2022,0.29555389,0.30337353
8/31/2022,0.271916359,0.27482648
9/30/2022,0.286744739,0.231592297
10/31/2022,0.263408158,0.232704337
11/30/2022,0.253695434,0.245416483
12/31/2022,0.225070277,0.194486318
1/31/2023,0.176242452,0.174460584
2/28/2023,0.226056057,0.151887778
3/31/2023,0.221360153,0.240488672
4/30/2023,0.145699954,0.157807877
5/31/2023,0.07822172,0.172633408
6/30/2023,0.111221693,0.180099285
7/31/2023,0.097624201,0.052563427
8/31/2023,0.135988757,0.14301209
9/30/2023,0.101921706,0.048723247
10/31/2023,0.135914089,0.019439212
11/30/2023,0.086535798,-0.052152793
12/31/2023,0.091225998,-0.01891074
1/31/2024,0.13727225,0.07870539
2/29/2024,0.064980198,0.050722826
3/31/2024,0.111458017,0.109829756
4/30/2024,0.167756157,0.20632323
5/31/2024,0.214231823,0.259003138
6/30/2024,0.214897441,0.231931965
,,0.187770169
,,0.118619714
,,0.095804955
,,0.04040871
,,0.045093583
,,0.087111339
